title,genres,mood
Nelly & Monsieur Arnaud (1995),Drama,sad
Courage Under Fire (1996),Action|Crime|Drama|War,energetic
Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,energetic
Cold Fever (Á köldum klaka) (1995),Comedy|Drama,happy
Moll Flanders (1996),Drama,sad
Dragonheart (1996),Action|Adventure|Fantasy,energetic
Eddie (1996),Comedy,happy
James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,excited
Fear (1996),Thriller,tense
Kids in the Hall: Brain Candy (1996),Comedy,happy
Underground (1995),Comedy|Drama|War,happy
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,energetic
Song of the Little Road (Pather Panchali) (1955),Drama,sad
"World of Apu, The (Apur Sansar) (1959)",Drama,sad
Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,happy
Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,excited
Barbarella (1968),Adventure|Comedy|Sci-Fi,excited
Some Folks Call It a Sling Blade (1993),Drama|Thriller,sad
"Run of the Country, The (1995)",Drama,sad
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,sad
It's My Party (1996),Drama,sad
Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,energetic
Mrs. Winterbourne (1996),Comedy|Romance,happy
Solo (1996),Action|Sci-Fi|Thriller,energetic
"Substitute, The (1996)",Action|Crime|Drama,energetic
True Crime (1996),Mystery|Thriller,tense
Feeling Minnesota (1996),Drama|Romance,sad
Delta of Venus (1995),Drama,sad
Angus (1995),Comedy,happy
Boys (1996),Drama,sad
"Quest, The (1996)",Action|Adventure,energetic
Sunset Park (1996),Drama,sad
Mulholland Falls (1996),Crime|Drama|Thriller,sad
"Truth About Cats & Dogs, The (1996)",Comedy|Romance,happy
Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,excited
Celtic Pride (1996),Comedy,happy
Flipper (1996),Adventure|Children,excited
Dead Man (1995),Drama|Mystery|Western,sad
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,sad
"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,happy
Multiplicity (1996),Comedy,happy
Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,excited
"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,calm
"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,sad
"Great White Hype, The (1996)",Comedy,happy
Last Dance (1996),Drama,sad
Cold Comfort Farm (1995),Comedy,happy
Heaven's Prisoners (1996),Crime|Thriller,tense
"Rock, The (1996)",Action|Adventure|Thriller,energetic
Cemetery Man (Dellamorte Dellamore) (1994),Horror,dark
Twister (1996),Action|Adventure|Romance|Thriller,energetic
Barb Wire (1996),Action|Sci-Fi,energetic
Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,calm
Thinner (1996),Horror|Thriller,dark
Spy Hard (1996),Comedy,happy
Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,happy
"Stupids, The (1996)",Comedy,happy
"Arrival, The (1996)",Action|Sci-Fi|Thriller,energetic
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,happy
Ashes of Time (Dung che sai duk) (1994),Drama,sad
Maya Lin: A Strong Clear Vision (1994),Documentary,calm
Stalingrad (1993),Drama|War,sad
"Phantom, The (1996)",Action|Adventure,energetic
Striptease (1996),Comedy|Crime,happy
Heavy (1995),Drama|Romance,sad
Jack (1996),Comedy|Drama,happy
I Shot Andy Warhol (1996),Drama,sad
Touki Bouki (1973),Drama,sad
Spirits of the Dead (1968),Horror|Mystery,dark
Trainspotting (1996),Comedy|Crime|Drama,happy
'Til There Was You (1997),Drama|Romance,sad
Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,energetic
Stealing Beauty (1996),Drama,sad
"Fan, The (1996)",Drama|Thriller,sad
"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,sad
"Cable Guy, The (1996)",Comedy|Thriller,happy
Kingpin (1996),Comedy,happy
Eraser (1996),Action|Drama|Thriller,energetic
"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,happy
"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,sad
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,calm
Somebody to Love (1994),Drama,sad
Daylight (1996),Action|Adventure|Drama|Thriller,energetic
"Frighteners, The (1996)",Comedy|Horror|Thriller,happy
Lone Star (1996),Drama|Mystery|Western,sad
Harriet the Spy (1996),Children|Comedy,happy
Phenomenon (1996),Drama|Romance,sad
Walking and Talking (1996),Comedy|Drama|Romance,happy
She's the One (1996),Comedy|Romance,happy
"Time to Kill, A (1996)",Drama|Thriller,sad
American Buffalo (1996),Crime|Drama,sad
Alaska (1996),Adventure|Children,excited
Fled (1996),Action|Adventure,energetic
Kazaam (1996),Children|Comedy|Fantasy,happy
Larger Than Life (1996),Comedy,happy
"Very Brady Sequel, A (1996)",Comedy,happy
"Collector, The (La collectionneuse) (1967)",Drama,sad
Kaspar Hauser (1993),Drama|Mystery,sad
"Adventures of Pinocchio, The (1996)",Adventure|Children,excited
Joe's Apartment (1996),Comedy|Fantasy|Musical,happy
"First Wives Club, The (1996)",Comedy,happy
Ransom (1996),Crime|Thriller,tense
High School High (1996),Comedy,happy
Foxfire (1996),Drama,sad
Chain Reaction (1996),Action|Adventure|Thriller,energetic
Matilda (1996),Children|Comedy|Fantasy,happy
Emma (1996),Comedy|Drama|Romance,happy
"Crow: City of Angels, The (1996)",Action|Thriller,energetic
House Arrest (1996),Children|Comedy,happy
"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,dark
Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,happy
"Spitfire Grill, The (1996)",Drama,sad
Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,energetic
Basquiat (1996),Drama,sad
Tin Cup (1996),Comedy|Drama|Romance,happy
"Godfather, The (1972)",Crime|Drama,sad
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,energetic
Bound (1996),Crime|Drama|Romance|Thriller,sad
Carpool (1996),Comedy|Crime,happy
Kansas City (1996),Crime|Drama|Musical|Thriller,sad
Gone Fishin' (1997),Comedy,happy
Nothing to Lose (1994),Action|Crime|Drama,energetic
Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,energetic
"Relic, The (1997)",Horror|Thriller,dark
"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,tense
First Kid (1996),Children|Comedy,happy
"Trigger Effect, The (1996)",Drama|Thriller,sad
Bogus (1996),Children|Drama|Fantasy,sad
Bulletproof (1996),Action|Comedy|Crime,energetic
Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,excited
1-900 (06) (1994),Drama|Romance,sad
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,dark
Twelfth Night (1996),Comedy|Drama|Romance,happy
Mother Night (1996),Drama,sad
Wild Reeds (Les roseaux sauvages) (1994),Drama,sad
For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,excited
"Philadelphia Story, The (1940)",Comedy|Drama|Romance,happy
Singin' in the Rain (1952),Comedy|Musical|Romance,happy
"American in Paris, An (1951)",Musical|Romance,romantic
Funny Face (1957),Comedy|Musical,happy
Breakfast at Tiffany's (1961),Drama|Romance,sad
Vertigo (1958),Drama|Mystery|Romance|Thriller,sad
Rear Window (1954),Mystery|Thriller,tense
It Happened One Night (1934),Comedy|Romance,happy
Gaslight (1944),Drama|Thriller,sad
"Gay Divorcee, The (1934)",Comedy|Musical|Romance,happy
North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,energetic
"Apartment, The (1960)",Comedy|Drama|Romance,happy
Some Like It Hot (1959),Comedy|Crime,happy
Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,happy
Casablanca (1942),Drama|Romance,sad
"Maltese Falcon, The (1941)",Film-Noir|Mystery,calm
My Fair Lady (1964),Comedy|Drama|Musical|Romance,happy
Sabrina (1954),Comedy|Romance,happy
Roman Holiday (1953),Comedy|Drama|Romance,happy
"Little Princess, The (1939)",Children|Drama,sad
Meet Me in St. Louis (1944),Musical,calm
"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,excited
Gone with the Wind (1939),Drama|Romance|War,sad
My Favorite Year (1982),Comedy,happy
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,sad
Citizen Kane (1941),Drama|Mystery,sad
2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,excited
All About Eve (1950),Drama,sad
"Women, The (1939)",Comedy,happy
Rebecca (1940),Drama|Mystery|Romance|Thriller,sad
Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,sad
Notorious (1946),Film-Noir|Romance|Thriller,romantic
Spellbound (1945),Mystery|Romance|Thriller,romantic
"Affair to Remember, An (1957)",Drama|Romance,sad
To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,romantic
Father of the Bride (1950),Comedy,happy
"Band Wagon, The (1953)",Comedy|Musical,happy
Ninotchka (1939),Comedy|Romance,happy
Love in the Afternoon (1957),Comedy|Romance,happy
Gigi (1958),Musical,calm
"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,energetic
"Mark of Zorro, The (1940)",Adventure,excited
Laura (1944),Crime|Film-Noir|Mystery,calm
"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,sad
Lost Horizon (1937),Drama,sad
Top Hat (1935),Comedy|Musical|Romance,happy
To Be or Not to Be (1942),Comedy|Drama|War,happy
My Man Godfrey (1936),Comedy|Romance,happy
Giant (1956),Drama|Romance|Western,sad
East of Eden (1955),Drama,sad
"Thin Man, The (1934)",Comedy|Crime,happy
His Girl Friday (1940),Comedy|Romance,happy
Around the World in 80 Days (1956),Adventure|Comedy,excited
It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,sad
Mr. Smith Goes to Washington (1939),Drama,sad
Bringing Up Baby (1938),Comedy|Romance,happy
Penny Serenade (1941),Drama|Romance,sad
Of Human Bondage (1934),Drama,sad
Little Lord Fauntleroy (1936),Drama,sad
"Inspector General, The (1949)",Musical,calm
"39 Steps, The (1935)",Drama|Mystery|Thriller,sad
Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,dark
"African Queen, The (1951)",Adventure|Comedy|Romance|War,excited
Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,excited
Cat on a Hot Tin Roof (1958),Drama,sad
Meet John Doe (1941),Comedy|Drama,happy
"Farewell to Arms, A (1932)",Romance|War,romantic
Nothing Personal (1995),Drama|War,sad
Dangerous Ground (1997),Drama,sad
Picnic (1955),Drama,sad
"Pompatus of Love, The (1996)",Comedy|Drama,happy
Fly Away Home (1996),Adventure|Children,excited
Bliss (1997),Drama|Romance,sad
Grace of My Heart (1996),Comedy|Drama,happy
Maximum Risk (1996),Action|Adventure|Thriller,energetic
Michael Collins (1996),Drama,sad
Infinity (1996),Drama,sad
Big Night (1996),Comedy|Drama,happy
Last Man Standing (1996),Action|Crime|Drama|Thriller,energetic
Set It Off (1996),Action|Crime,energetic
2 Days in the Valley (1996),Crime|Film-Noir,calm
Extreme Measures (1996),Drama|Thriller,sad
"Glimmer Man, The (1996)",Action|Thriller,energetic
D3: The Mighty Ducks (1996),Children|Comedy,happy
"Chamber, The (1996)",Drama,sad
"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,happy
"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,excited
Escape to Witch Mountain (1975),Adventure|Children|Fantasy,excited
"Love Bug, The (1969)",Children|Comedy,happy
Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,happy
Old Yeller (1957),Children|Drama,sad
"Parent Trap, The (1961)",Children|Comedy|Romance,happy
Pollyanna (1960),Children|Comedy|Drama,happy
Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,excited
"Shaggy Dog, The (1959)",Children|Comedy,happy
Swiss Family Robinson (1960),Adventure|Children,excited
That Darn Cat! (1965),Children|Comedy|Mystery,happy
"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,excited
Cool Runnings (1993),Comedy,happy
Angels in the Outfield (1994),Children|Comedy,happy
Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,romantic
Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,calm
"Three Caballeros, The (1945)",Animation|Children|Musical,calm
"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,calm
Robin Hood: Prince of Thieves (1991),Adventure|Drama,excited
Mary Poppins (1964),Children|Comedy|Fantasy|Musical,happy
Dumbo (1941),Animation|Children|Drama|Musical,sad
Pete's Dragon (1977),Adventure|Animation|Children|Musical,excited
Bedknobs and Broomsticks (1971),Adventure|Children|Musical,excited
Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,excited
"Fox and the Hound, The (1981)",Animation|Children|Drama,sad
Freeway (1996),Comedy|Crime|Drama|Thriller,happy
"Sound of Music, The (1965)",Musical|Romance,romantic
Die Hard (1988),Action|Crime|Thriller,energetic
"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,energetic
"Secret Agent, The (1996)",Drama,sad
Secrets & Lies (1996),Drama,sad
That Thing You Do! (1996),Comedy|Drama,happy
To Gillian on Her 37th Birthday (1996),Drama|Romance,sad
Beautiful Thing (1996),Drama|Romance,sad
"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,energetic
"Ghost and the Darkness, The (1996)",Action|Adventure,energetic
Looking for Richard (1996),Documentary|Drama,sad
Trees Lounge (1996),Drama,sad
Normal Life (1996),Crime|Drama|Romance,sad
Get on the Bus (1996),Drama,sad
Shadow Conspiracy (1997),Thriller,tense
Jude (1996),Drama,sad
Everyone Says I Love You (1996),Comedy|Musical|Romance,happy
William Shakespeare's Romeo + Juliet (1996),Drama|Romance,sad
Swingers (1996),Comedy|Drama,happy
Sleepers (1996),Thriller,tense
Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,happy
Shall We Dance (1937),Comedy|Musical|Romance,happy
Crossfire (1947),Crime|Film-Noir,calm
Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,happy
"Innocents, The (1961)",Drama|Horror|Thriller,sad
Sleeper (1973),Comedy|Sci-Fi,happy
Bananas (1971),Comedy|War,happy
"Fish Called Wanda, A (1988)",Comedy|Crime,happy
Monty Python's Life of Brian (1979),Comedy,happy
Victor/Victoria (1982),Comedy|Musical|Romance,happy
"Candidate, The (1972)",Drama,sad
"Great Race, The (1965)",Comedy|Musical,happy
Bonnie and Clyde (1967),Crime|Drama,sad
"Old Man and the Sea, The (1958)",Adventure|Drama,excited
Dial M for Murder (1954),Crime|Mystery|Thriller,tense
Dirty Dancing (1987),Drama|Musical|Romance,sad
Reservoir Dogs (1992),Crime|Mystery|Thriller,tense
Platoon (1986),Drama|War,sad
Weekend at Bernie's (1989),Comedy,happy
Basic Instinct (1992),Crime|Mystery|Thriller,tense
"Doors, The (1991)",Drama,sad
"Crying Game, The (1992)",Drama|Romance|Thriller,sad
Glengarry Glen Ross (1992),Drama,sad
Sophie's Choice (1982),Drama,sad
E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,sad
"Christmas Carol, A (1938)",Children|Drama|Fantasy,sad
Days of Thunder (1990),Action|Drama|Romance,energetic
Top Gun (1986),Action|Romance,energetic
Rebel Without a Cause (1955),Drama,sad
"Streetcar Named Desire, A (1951)",Drama,sad
Children of the Corn IV: The Gathering (1996),Horror,dark
Loser (1991),Comedy,happy
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,calm
Palookaville (1996),Action|Comedy|Drama,energetic
"Funeral, The (1996)",Crime|Drama,sad
"Single Girl, A (Fille seule, La) (1995)",Drama,sad
"Eighth Day, The (Huitième jour, Le) (1996)",Drama,sad
Drunks (1995),Drama,sad
"People vs. Larry Flynt, The (1996)",Comedy|Drama,happy
Glory Daze (1995),Drama,sad
"Perfect Candidate, A (1996)",Documentary,calm
On Golden Pond (1981),Drama,sad
"Return of the Pink Panther, The (1975)",Comedy|Crime,happy
Drop Dead Fred (1991),Comedy|Fantasy,happy
"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,energetic
"Fog, The (1980)",Horror,dark
Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,energetic
"Howling, The (1980)",Horror|Mystery,dark
Jean de Florette (1986),Drama|Mystery,sad
Manon of the Spring (Manon des sources) (1986),Drama,sad
Private Benjamin (1980),Comedy,happy
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,excited
Hustler White (1996),Romance,romantic
Entertaining Angels: The Dorothy Day Story (1996),Drama,sad
"Line King: The Al Hirschfeld Story, The (1996)",Documentary,calm
When We Were Kings (1996),Documentary,calm
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,happy
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,sad
Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,happy
"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,sad
"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,sad
"Ruling Class, The (1972)",Comedy|Drama,happy
Mina Tannenbaum (1994),Drama,sad
Dear God (1996),Comedy,happy
Best of the Best 3: No Turning Back (1995),Action,energetic
Bob Roberts (1992),Comedy,happy
Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,sad
"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,happy
Delicatessen (1991),Comedy|Drama|Romance,happy
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,sad
Enchanted April (1992),Drama|Romance,sad
Paths of Glory (1957),Drama|War,sad
"Grifters, The (1990)",Crime|Drama|Film-Noir,sad
Hear My Song (1991),Comedy,happy
"English Patient, The (1996)",Drama|Romance|War,sad
Mediterraneo (1991),Comedy|Drama,happy
My Left Foot (1989),Drama,sad
"Sex, Lies, and Videotape (1989)",Drama,sad
Passion Fish (1992),Drama,sad
Strictly Ballroom (1992),Comedy|Romance,happy
"Thin Blue Line, The (1988)",Documentary,calm
Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,sad
Madonna: Truth or Dare (1991),Documentary|Musical,calm
Paris Is Burning (1990),Documentary,calm
One Flew Over the Cuckoo's Nest (1975),Drama,sad
Cheech and Chong's Up in Smoke (1978),Comedy,happy
Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,energetic
"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,energetic
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,energetic
Brazil (1985),Fantasy|Sci-Fi,calm
Aliens (1986),Action|Adventure|Horror|Sci-Fi,energetic
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,energetic
Withnail & I (1987),Comedy,happy
12 Angry Men (1957),Drama,sad
Lawrence of Arabia (1962),Adventure|Drama|War,excited
